GAME_DATE_EST,SEASON,Home Team,City_home,Geographic conference_home,Visitor Team,City_Visitor,Geographic conference_Visitor,HOME_TEAM_WINS,Percent of Team's Points_home,Field Goal Percentage_home,Free Throw Percentage_home,3 Point Field Goal Percentage_home,Percent of Team's Assists_home,Rebounds_home,Percent of Team's Points_Visitor,Field Goal Percentage_Visitor,Free Throw Percentage_Visitor, 3 Point Field Goal Percentage_Visitor,Percent of Team's Assists_Visitor,Rebounds_Visitor
10/28/2009,2009,Hawks,Atlanta,Eastern,Pacers,Indiana,Eastern,1,120,53,72,58,30,35,109,53,84,56,23,40
10/28/2009,2009,Magic,Orlando,Eastern,76ers,Philadelphia,Eastern,1,120,56,82,55,28,37,106,50,70,39,19,34
10/28/2009,2009,Raptors,Toronto,Eastern,Cavaliers,Cleveland,Eastern,1,101,45,76,31,23,48,91,35,65,41,19,49
10/28/2009,2009,Celtics,Boston,Eastern,Hornets,Charlotte,Eastern,1,92,43,79,38,28,44,59,31,52,0,10,46
10/28/2009,2009,Heat,Miami,Eastern,Knicks,New York,Eastern,1,115,57,82,47,21,43,93,38,81,26,19,39
10/28/2009,2009,Grizzlies,Memphis,Western,Pistons,Detroit,Eastern,0,74,36,65,17,10,49,96,51,55,38,20,39
10/28/2009,2009,Timberwolves,Minnesota,Western,Nets,Brooklyn,Eastern,1,95,37,74,14,14,50,93,42,86,0,20,52
10/28/2009,2009,Thunder,Oklahoma City,Western,Kings,Sacramento,Western,1,102,51,80,57,20,41,89,41,79,19,13,37
10/28/2009,2009,Spurs,San Antonio,Western,Pelicans,New Orleans,Western,1,113,52,70,38,29,42,96,50,59,50,17,33
10/28/2009,2009,Nuggets,Denver,Western,Jazz,Utah,Western,1,114,48,77,39,22,42,105,46,86,60,26,39
10/28/2009,2009,Warriors,Golden State,Western,Rockets,Houston,Western,0,107,49,65,36,25,41,108,47,80,46,30,41
10/28/2009,2009,Clippers,Los Angeles,Western,Suns,Phoenix,Western,0,107,56,56,46,27,35,109,51,74,47,19,36
10/27/2009,2009,Cavaliers,Cleveland,Eastern,Celtics,Boston,Eastern,0,89,41,78,35,17,32,95,44,85,47,20,38
10/27/2009,2009,Mavericks,Dallas,Western,Wizards,Washington,Eastern,0,91,40,79,22,16,42,102,46,83,31,19,46
10/27/2009,2009,Trail Blazers,Portland,Western,Rockets,Houston,Western,1,96,43,91,48,23,51,87,37,76,28,18,33
10/27/2009,2009,Lakers,Los Angeles,Western,Clippers,Los Angeles,Western,1,99,41,68,24,17,47,92,45,69,20,27,51
10/23/2009,2009,Hornets,Charlotte,Eastern,Grizzlies,Memphis,Western,0,92,43,78,25,19,37,95,40,81,20,18,48
10/23/2009,2009,Pacers,Indiana,Eastern,Spurs,San Antonio,Western,1,114,44,74,37,29,49,112,49,68,13,16,51
10/23/2009,2009,Bulls,Chicago,Eastern,Wizards,Washington,Eastern,1,93,43,88,42,24,48,70,37,65,38,14,35
10/23/2009,2009,Timberwolves,Minnesota,Western,Raptors,Toronto,Eastern,1,98,43,80,29,17,41,90,40,89,10,12,49
10/23/2009,2009,Nets,Brooklyn,Eastern,76ers,Philadelphia,Eastern,1,110,51,75,40,22,49,88,40,53,40,23,43
10/23/2009,2009,Magic,Orlando,Eastern,Hawks,Atlanta,Eastern,1,123,61,71,63,23,46,86,38,85,23,13,32
10/23/2009,2009,Bucks,Milwaukee,Western,Pistons,Detroit,Eastern,0,93,40,74,41,24,39,95,47,69,50,20,37
10/23/2009,2009,Rockets,Houston,Western,Mavericks,Dallas,Western,0,94,41,78,22,18,40,98,42,83,17,19,50
10/23/2009,2009,Kings,Sacramento,Western,Jazz,Utah,Western,0,85,39,62,26,17,43,95,43,83,38,22,42
10/23/2009,2009,Clippers,Los Angeles,Western,Pelicans,New Orleans,Western,1,91,44,61,17,26,46,88,44,85,54,14,36
10/23/2009,2009,Lakers,Los Angeles,Western,Nuggets,Denver,Western,0,105,46,79,36,24,34,119,57,73,33,29,36
10/22/2009,2009,Heat,Miami,Eastern,Hawks,Atlanta,Eastern,0,87,37,75,27,17,36,92,57,57,40,17,40
10/22/2009,2009,Pistons,Detroit,Eastern,Timberwolves,Minnesota,Western,0,114,59,90,40,21,34,122,53,80,58,22,35
10/22/2009,2009,Thunder,Oklahoma City,Western,Kings,Sacramento,Western,0,89,40,66,33,12,39,104,53,71,39,28,35
10/22/2009,2009,Lakers,Los Angeles,Western,Nuggets,Denver,Western,1,106,44,71,44,28,41,89,41,84,56,16,44
10/22/2009,2009,Suns,Phoenix,Western,Trail Blazers,Portland,Western,0,93,46,76,31,19,28,113,48,82,41,22,50
10/22/2009,2009,Warriors,Golden State,Western,Pelicans,New Orleans,Western,1,126,63,76,39,28,43,92,40,86,15,26,36
10/21/2009,2009,Nets,Brooklyn,Eastern,Knicks,New York,Eastern,0,92,38,71,40,18,49,94,42,82,36,17,48
10/21/2009,2009,Magic,Orlando,Eastern,Pacers,Indiana,Eastern,1,117,47,69,45,20,56,87,40,61,12,15,38
10/21/2009,2009,Cavaliers,Cleveland,Eastern,Celtics,Boston,Eastern,0,82,47,57,22,21,38,96,50,75,47,26,30
10/21/2009,2009,Heat,Miami,Eastern,Grizzlies,Memphis,Western,1,99,50,61,22,18,39,93,41,68,40,11,48
10/20/2009,2009,76ers,Philadelphia,Eastern,Wizards,Washington,Eastern,0,89,43,80,46,19,37,90,46,59,27,19,50
10/20/2009,2009,Hornets,Charlotte,Eastern,Bucks,Milwaukee,Western,1,94,48,77,28,16,37,87,43,68,29,18,39
10/20/2009,2009,Knicks,New York,Eastern,Celtics,Boston,Eastern,1,108,44,76,36,20,47,103,49,68,25,20,43
10/20/2009,2009,Cavaliers,Cleveland,Eastern,Mavericks,Dallas,Western,1,96,46,84,36,29,50,66,34,77,22,14,41
10/20/2009,2009,Thunder,Oklahoma City,Western,Spurs,San Antonio,Western,0,102,48,62,31,16,35,119,56,84,74,22,46
10/20/2009,2009,Nuggets,Denver,Western,Timberwolves,Minnesota,Western,1,129,59,67,37,34,51,100,40,73,39,17,40
10/20/2009,2009,Suns,Phoenix,Western,Kings,Sacramento,Western,1,143,47,91,48,21,43,127,50,81,53,23,46
10/20/2009,2009,Trail Blazers,Portland,Western,Jazz,Utah,Western,0,97,41,92,13,18,33,108,53,84,50,15,31
10/20/2009,2009,Lakers,Los Angeles,Western,Warriors,Golden State,Western,1,113,51,84,32,30,36,107,51,67,47,29,33
10/19/2009,2009,Hawks,Atlanta,Eastern,Wizards,Washington,Eastern,1,113,56,79,57,29,41,95,42,73,33,21,36
10/19/2009,2009,Bulls,Chicago,Eastern,Magic,Orlando,Eastern,0,98,50,78,30,20,32,101,47,69,42,16,36
10/19/2009,2009,Rockets,Houston,Western,Thunder,Oklahoma City,Western,1,105,51,64,55,29,37,85,43,66,25,20,42
10/18/2009,2009,Raptors,Toronto,Eastern,Celtics,Boston,Eastern,0,82,44,63,27,16,38,101,50,80,35,27,37
10/18/2009,2009,Suns,Phoenix,Western,76ers,Philadelphia,Eastern,0,94,38,64,42,18,49,116,45,81,39,24,58
10/18/2009,2009,Hornets,Charlotte,Eastern,Jazz,Utah,Western,0,103,40,90,32,21,30,110,52,87,13,30,43
10/18/2009,2009,Trail Blazers,Portland,Western,Nuggets,Denver,Western,1,98,40,77,15,15,44,96,44,74,25,14,40
10/18/2009,2009,Lakers,Los Angeles,Western,Clippers,Los Angeles,Western,1,114,45,77,53,21,44,108,49,74,26,24,43
10/17/2009,2009,Clippers,Los Angeles,Western,Jazz,Utah,Western,1,103,52,75,44,29,28,96,47,65,40,24,35
10/17/2009,2009,Grizzlies,Memphis,Western,Pistons,Detroit,Eastern,1,115,53,74,40,25,39,94,45,75,33,14,32
10/17/2009,2009,Pelicans,New Orleans,Western,Pacers,Indiana,Eastern,1,108,43,78,47,23,44,96,40,77,24,21,46
10/17/2009,2009,Bucks,Milwaukee,Western,Timberwolves,Minnesota,Western,1,101,48,71,42,29,44,87,39,72,50,15,35
10/17/2009,2009,Mavericks,Dallas,Western,Cavaliers,Cleveland,Eastern,1,93,49,61,32,25,42,82,38,83,28,20,42
10/17/2009,2009,Kings,Sacramento,Western,Warriors,Golden State,Western,1,101,44,79,23,17,56,94,40,96,27,18,38
10/17/2009,2009,Lakers,Los Angeles,Western,Hornets,Charlotte,Eastern,1,91,41,71,35,20,41,87,38,76,26,17,40
10/16/2009,2009,Pacers,Indiana,Eastern,Rockets,Houston,Western,1,119,49,63,52,25,43,104,37,70,39,19,58
10/16/2009,2009,Knicks,New York,Eastern,Nets,Brooklyn,Eastern,1,93,40,69,36,21,51,89,38,66,25,16,46
10/16/2009,2009,Bulls,Chicago,Eastern,Timberwolves,Minnesota,Western,1,94,43,68,25,21,50,90,34,83,42,18,48
10/16/2009,2009,Spurs,San Antonio,Western,Cavaliers,Cleveland,Eastern,1,105,44,85,29,23,41,98,40,79,29,17,42
10/16/2009,2009,Suns,Phoenix,Western,76ers,Philadelphia,Eastern,1,115,44,74,39,25,43,113,41,84,25,15,55
10/15/2009,2009,Raptors,Toronto,Eastern,Rockets,Houston,Western,0,112,50,77,15,27,35,124,56,77,57,30,38
10/15/2009,2009,Heat,Miami,Eastern,Pelicans,New Orleans,Western,1,97,47,78,43,23,40,81,37,91,17,11,42
10/15/2009,2009,Mavericks,Dallas,Western,Pistons,Detroit,Eastern,1,113,56,75,55,29,43,88,42,72,33,19,40
10/15/2009,2009,Jazz,Utah,Western,Trail Blazers,Portland,Western,1,99,52,79,50,20,36,96,40,60,45,24,47
10/15/2009,2009,Lakers,Los Angeles,Western,Kings,Sacramento,Western,1,98,42,87,18,17,52,92,42,58,40,23,47
10/14/2009,2009,Cavaliers,Cleveland,Eastern,Wizards,Washington,Eastern,0,104,49,62,50,21,38,109,55,81,67,23,27
10/14/2009,2009,Celtics,Boston,Eastern,Raptors,Toronto,Eastern,1,106,46,85,26,26,44,90,46,75,36,21,32
10/14/2009,2009,Grizzlies,Memphis,Western,Hawks,Atlanta,Eastern,0,96,51,66,25,21,42,111,52,77,43,21,31
10/14/2009,2009,Timberwolves,Minnesota,Western,Bulls,Chicago,Eastern,0,94,39,65,11,16,46,99,45,74,43,21,50
10/14/2009,2009,Thunder,Oklahoma City,Western,Heat,Miami,Eastern,1,96,46,71,31,16,30,91,49,94,38,11,32
10/14/2009,2009,Spurs,San Antonio,Western,Clippers,Los Angeles,Western,0,90,44,70,33,26,44,93,51,64,40,23,37
10/14/2009,2009,Trail Blazers,Portland,Western,Suns,Phoenix,Western,0,104,49,67,17,24,49,110,50,67,52,29,35
10/13/2009,2009,Nets,Brooklyn,Eastern,Celtics,Boston,Eastern,0,88,43,70,33,17,37,91,46,54,29,23,49
10/13/2009,2009,Pistons,Detroit,Eastern,Wizards,Washington,Eastern,0,98,41,70,41,16,43,101,47,79,27,20,46
10/13/2009,2009,Knicks,New York,Eastern,76ers,Philadelphia,Eastern,0,85,31,80,17,12,44,93,46,73,33,15,55
10/13/2009,2009,Bulls,Chicago,Eastern,Bucks,Milwaukee,Western,1,87,43,56,27,19,48,86,37,59,30,18,49
10/13/2009,2009,Pelicans,New Orleans,Western,Magic,Orlando,Eastern,0,86,39,85,33,19,25,121,61,73,63,27,44
10/12/2009,2009,Hawks,Atlanta,Eastern,Hornets,Charlotte,Eastern,1,107,47,76,46,20,39,90,41,84,17,18,42
10/12/2009,2009,Grizzlies,Memphis,Western,Magic,Orlando,Eastern,0,83,43,65,25,15,32,102,48,68,38,24,46
10/12/2009,2009,Thunder,Oklahoma City,Western,Suns,Phoenix,Western,1,110,47,72,53,25,50,105,40,73,24,22,43
10/12/2009,2009,Rockets,Houston,Western,Bucks,Milwaukee,Western,0,92,38,75,19,17,41,96,44,65,37,22,43
10/12/2009,2009,Clippers,Los Angeles,Western,Warriors,Golden State,Western,1,124,50,77,50,25,42,117,51,88,50,21,32
10/11/2009,2009,Nuggets,Denver,Western,Pacers,Indiana,Eastern,1,128,47,78,33,19,50,112,42,75,33,24,45
10/11/2009,2009,Celtics,Boston,Eastern,Nets,Brooklyn,Eastern,1,100,45,84,39,18,40,93,41,77,29,18,41
10/11/2009,2009,Raptors,Toronto,Eastern,Wizards,Washington,Eastern,1,100,39,90,13,14,49,93,44,76,27,22,41
10/11/2009,2009,Heat,Miami,Eastern,Spurs,San Antonio,Western,0,93,43,65,38,15,40,95,48,70,33,17,37
10/11/2009,2009,Pistons,Detroit,Eastern,Hawks,Atlanta,Eastern,1,100,49,81,39,16,36,91,40,79,8,20,48
10/11/2009,2009,Mavericks,Dallas,Western,Grizzlies,Memphis,Western,1,114,50,78,27,23,39,107,49,83,29,27,39
10/10/2009,2009,Pelicans,New Orleans,Western,Thunder,Oklahoma City,Western,1,88,37,77,41,16,50,79,38,80,21,20,36
10/10/2009,2009,Hornets,Charlotte,Eastern,Cavaliers,Cleveland,Eastern,0,96,48,73,30,15,39,102,45,82,31,23,36
10/10/2009,2009,Bucks,Milwaukee,Western,Bulls,Chicago,Eastern,1,98,45,77,37,26,38,86,40,84,70,20,34
10/10/2009,2009,Suns,Phoenix,Western,Warriors,Golden State,Western,0,101,40,69,23,19,51,104,42,84,44,20,54
10/9/2009,2009,76ers,Philadelphia,Eastern,Nets,Brooklyn,Eastern,1,93,42,69,25,19,43,92,49,54,31,23,38
10/9/2009,2009,Wizards,Washington,Eastern,Mavericks,Dallas,Western,0,115,53,62,25,26,45,123,47,86,29,27,39
10/9/2009,2009,Magic,Orlando,Eastern,Rockets,Houston,Western,1,113,49,70,24,19,38,104,44,77,41,10,42
10/9/2009,2009,Celtics,Boston,Eastern,Knicks,New York,Eastern,1,96,44,68,43,22,54,82,38,56,16,15,44
10/9/2009,2009,Timberwolves,Minnesota,Western,Raptors,Toronto,Eastern,0,97,41,71,7,13,45,112,54,62,47,24,36
10/9/2009,2009,Lakers,Los Angeles,Western,Warriors,Golden State,Western,0,91,47,73,11,26,37,110,53,77,42,30,35
10/9/2009,2009,Clippers,Los Angeles,Western,Trail Blazers,Portland,Western,1,97,53,59,18,30,40,85,38,61,42,15,44
10/8/2009,2009,Pacers,Indiana,Eastern,Nuggets,Denver,Western,1,126,53,63,46,28,52,104,38,74,44,19,40
10/8/2009,2009,Hornets,Charlotte,Eastern,Pelicans,New Orleans,Western,1,108,45,76,40,16,35,101,42,78,40,18,38
10/7/2009,2009,Raptors,Toronto,Eastern,76ers,Philadelphia,Eastern,0,79,40,61,8,22,37,84,37,93,22,13,46
10/7/2009,2009,Hawks,Atlanta,Eastern,Pelicans,New Orleans,Western,1,108,49,73,27,22,45,102,44,81,47,19,39
10/7/2009,2009,Magic,Orlando,Eastern,Heat,Miami,Eastern,1,90,40,86,39,19,43,86,34,74,44,9,38
10/7/2009,2009,Pistons,Detroit,Eastern,Bucks,Milwaukee,Western,1,113,56,67,55,17,46,104,43,75,32,25,34
10/7/2009,2009,Grizzlies,Memphis,Western,Thunder,Oklahoma City,Western,1,99,45,77,28,18,40,91,47,75,15,21,30
10/7/2009,2009,Rockets,Houston,Western,Celtics,Boston,Eastern,1,96,38,77,20,12,45,90,43,64,25,11,34
10/7/2009,2009,Kings,Sacramento,Western,Trail Blazers,Portland,Western,0,86,43,75,30,13,31,89,46,83,30,16,37
10/7/2009,2009,Lakers,Los Angeles,Western,Warriors,Golden State,Western,1,118,48,83,36,29,53,101,41,89,29,20,38
10/6/2009,2009,Bulls,Chicago,Eastern,Jazz,Utah,Western,1,102,51,71,50,21,42,101,43,78,36,18,35
10/6/2009,2009,Wizards,Washington,Eastern,Grizzlies,Memphis,Western,1,101,40,67,38,21,45,92,41,46,20,26,60
10/6/2009,2009,Cavaliers,Cleveland,Eastern,Hornets,Charlotte,Eastern,1,92,40,81,20,16,39,87,43,71,40,19,38
10/6/2009,2009,76ers,Philadelphia,Eastern,Raptors,Toronto,Eastern,1,107,51,69,64,32,39,98,41,80,35,24,39
10/6/2009,2009,Spurs,San Antonio,Western,Rockets,Houston,Western,0,85,35,69,43,14,49,99,49,69,30,16,42
10/6/2009,2009,Trail Blazers,Portland,Western,Kings,Sacramento,Western,1,98,46,74,29,20,34,86,37,80,30,13,44
10/5/2009,2009,Pistons,Detroit,Eastern,Heat,Miami,Eastern,1,87,48,66,18,16,40,83,37,70,28,16,32
10/5/2009,2009,Mavericks,Dallas,Western,Magic,Orlando,Eastern,0,105,39,88,39,17,44,110,42,67,32,18,44
10/4/2009,2009,Knicks,New York,Eastern,Nets,Brooklyn,Eastern,1,115,43,74,42,23,45,107,44,73,38,15,47
10/4/2009,2009,Timberwolves,Minnesota,Western,Bucks,Milwaukee,Western,1,117,51,89,30,19,49,103,44,68,35,25,24
10/4/2009,2009,Warriors,Golden State,Western,Clippers,Los Angeles,Western,1,108,44,74,40,24,43,101,49,74,44,27,43
10/2/2009,2009,Pacers,Indiana,Eastern,Bulls,Chicago,Eastern,0,95,43,84,29,22,38,104,42,86,25,17,43
10/1/2009,2009,Jazz,Utah,Western,Nuggets,Denver,Western,1,103,43,57,54,26,44,87,48,64,31,21,37
6/14/2009,2008,Magic,Orlando,Eastern,Lakers,Los Angeles,Western,0,86,42,63,30,20,36,99,44,75,50,13,47
6/11/2009,2008,Magic,Orlando,Eastern,Lakers,Los Angeles,Western,0,91,42,60,33,17,41,99,42,75,35,15,39
6/9/2009,2008,Magic,Orlando,Eastern,Lakers,Los Angeles,Western,1,108,63,77,36,23,29,104,51,62,35,16,27
6/7/2009,2008,Lakers,Los Angeles,Western,Magic,Orlando,Eastern,1,101,46,86,33,20,35,96,42,74,33,22,44
6/4/2009,2008,Lakers,Los Angeles,Western,Magic,Orlando,Eastern,1,100,46,83,33,18,55,75,30,72,35,10,41
5/30/2009,2008,Magic,Orlando,Eastern,Cavaliers,Cleveland,Eastern,1,103,46,81,41,19,47,90,44,50,45,17,34
5/29/2009,2008,Nuggets,Denver,Western,Lakers,Los Angeles,Western,0,92,44,80,42,14,27,119,57,100,56,28,38
5/28/2009,2008,Cavaliers,Cleveland,Eastern,Magic,Orlando,Eastern,1,112,50,79,50,21,39,102,46,68,32,12,38
5/27/2009,2008,Lakers,Los Angeles,Western,Nuggets,Denver,Western,1,103,49,74,19,25,42,94,39,77,29,17,43
5/26/2009,2008,Magic,Orlando,Eastern,Cavaliers,Cleveland,Eastern,1,116,50,70,45,21,38,114,45,83,27,17,40
5/25/2009,2008,Nuggets,Denver,Western,Lakers,Los Angeles,Western,1,120,44,76,29,23,58,101,42,69,29,19,40
5/24/2009,2008,Magic,Orlando,Eastern,Cavaliers,Cleveland,Eastern,1,99,43,77,35,16,40,89,37,74,19,17,42
5/23/2009,2008,Nuggets,Denver,Western,Lakers,Los Angeles,Western,0,97,39,84,19,21,43,103,46,69,32,15,43
5/22/2009,2008,Cavaliers,Cleveland,Eastern,Magic,Orlando,Eastern,1,96,46,81,26,17,38,95,48,68,44,16,30
5/21/2009,2008,Lakers,Los Angeles,Western,Nuggets,Denver,Western,0,103,46,77,40,21,43,106,44,78,33,20,42
5/20/2009,2008,Cavaliers,Cleveland,Eastern,Magic,Orlando,Eastern,0,106,49,71,32,23,33,107,55,86,45,32,36
5/19/2009,2008,Lakers,Los Angeles,Western,Nuggets,Denver,Western,1,105,41,83,44,25,46,103,49,66,42,24,37
5/17/2009,2008,Lakers,Los Angeles,Western,Rockets,Houston,Western,1,89,47,78,33,16,55,70,37,64,25,17,33
5/17/2009,2008,Celtics,Boston,Eastern,Magic,Orlando,Eastern,0,82,39,80,25,21,37,101,51,80,62,26,35
5/14/2009,2008,Rockets,Houston,Western,Lakers,Los Angeles,Western,1,95,51,73,39,19,39,80,36,75,22,11,45
5/14/2009,2008,Magic,Orlando,Eastern,Celtics,Boston,Eastern,1,83,37,55,23,13,42,75,42,62,17,18,48
5/13/2009,2008,Nuggets,Denver,Western,Mavericks,Dallas,Western,1,124,59,77,42,31,38,110,51,76,35,23,30
5/12/2009,2008,Lakers,Los Angeles,Western,Rockets,Houston,Western,1,118,51,78,46,20,49,78,33,94,17,15,42
5/12/2009,2008,Celtics,Boston,Eastern,Magic,Orlando,Eastern,1,92,42,100,31,23,42,88,45,83,25,23,39
5/11/2009,2008,Mavericks,Dallas,Western,Nuggets,Denver,Western,1,119,51,84,21,17,50,117,48,73,43,16,34
5/11/2009,2008,Hawks,Atlanta,Eastern,Cavaliers,Cleveland,Eastern,0,74,32,87,15,13,33,84,43,54,56,22,48
5/10/2009,2008,Rockets,Houston,Western,Lakers,Los Angeles,Western,1,99,45,85,35,18,43,87,45,61,44,14,37
5/10/2009,2008,Magic,Orlando,Eastern,Celtics,Boston,Eastern,0,94,40,75,19,20,38,95,53,67,10,16,44
5/9/2009,2008,Mavericks,Dallas,Western,Nuggets,Denver,Western,0,105,40,82,33,15,46,106,42,80,40,15,41
5/9/2009,2008,Hawks,Atlanta,Eastern,Cavaliers,Cleveland,Eastern,0,82,45,64,39,19,23,97,51,72,27,15,46
5/8/2009,2008,Rockets,Houston,Western,Lakers,Los Angeles,Western,0,94,42,72,32,16,56,108,44,76,55,17,43
5/8/2009,2008,Magic,Orlando,Eastern,Celtics,Boston,Eastern,1,117,59,83,50,16,36,96,43,89,28,24,29
5/7/2009,2008,Cavaliers,Cleveland,Eastern,Hawks,Atlanta,Eastern,1,105,54,77,32,19,43,85,35,79,44,17,34
5/6/2009,2008,Lakers,Los Angeles,Western,Rockets,Houston,Western,1,111,50,73,35,23,40,98,46,72,38,16,39
5/6/2009,2008,Celtics,Boston,Eastern,Magic,Orlando,Eastern,1,112,51,84,45,34,41,94,44,65,42,19,34
5/5/2009,2008,Nuggets,Denver,Western,Mavericks,Dallas,Western,1,117,50,78,29,28,42,105,47,77,35,23,37
5/5/2009,2008,Cavaliers,Cleveland,Eastern,Hawks,Atlanta,Eastern,1,99,47,71,40,16,41,72,44,50,39,19,33
5/4/2009,2008,Lakers,Los Angeles,Western,Rockets,Houston,Western,0,92,44,63,11,18,39,100,48,86,28,16,35
5/4/2009,2008,Celtics,Boston,Eastern,Magic,Orlando,Eastern,0,90,39,85,35,23,47,95,43,76,33,20,40
5/3/2009,2008,Hawks,Atlanta,Eastern,Heat,Miami,Eastern,1,91,41,88,48,18,30,78,41,88,21,12,39
5/3/2009,2008,Nuggets,Denver,Western,Mavericks,Dallas,Western,1,109,55,69,33,28,30,95,49,69,33,17,37
5/2/2009,2008,Celtics,Boston,Eastern,Bulls,Chicago,Eastern,1,109,45,77,53,25,45,99,39,89,29,17,40
5/1/2009,2008,Heat,Miami,Eastern,Hawks,Atlanta,Eastern,1,98,47,88,33,12,47,72,37,61,33,8,36
4/30/2009,2008,Bulls,Chicago,Eastern,Celtics,Boston,Eastern,1,128,50,75,53,27,46,127,43,80,36,29,49
4/30/2009,2008,76ers,Philadelphia,Eastern,Magic,Orlando,Eastern,0,89,41,80,35,17,36,114,54,70,46,31,41
4/30/2009,2008,Rockets,Houston,Western,Trail Blazers,Portland,Western,1,92,46,79,38,14,41,76,42,75,36,14,42
4/29/2009,2008,Hawks,Atlanta,Eastern,Heat,Miami,Eastern,1,106,49,81,26,23,37,91,48,78,33,17,29
4/29/2009,2008,Nuggets,Denver,Western,Pelicans,New Orleans,Western,1,107,51,85,44,26,39,86,38,83,15,16,35
4/28/2009,2008,Celtics,Boston,Eastern,Bulls,Chicago,Eastern,1,106,49,67,38,24,44,104,40,84,39,18,50
4/28/2009,2008,Magic,Orlando,Eastern,76ers,Philadelphia,Eastern,1,91,43,71,35,14,45,78,43,80,22,17,33
4/28/2009,2008,Spurs,San Antonio,Western,Mavericks,Dallas,Western,0,93,52,63,19,19,33,106,51,80,50,20,40
4/28/2009,2008,Trail Blazers,Portland,Western,Rockets,Houston,Western,1,88,46,70,43,14,37,77,45,80,20,17,36
4/27/2009,2008,Heat,Miami,Eastern,Hawks,Atlanta,Eastern,0,71,38,75,25,11,33,81,42,77,36,15,40
4/27/2009,2008,Pelicans,New Orleans,Western,Nuggets,Denver,Western,0,63,32,84,13,10,32,121,57,83,50,29,41
4/27/2009,2008,Lakers,Los Angeles,Western,Jazz,Utah,Western,1,107,45,74,43,23,50,96,40,74,33,24,43
4/26/2009,2008,Bulls,Chicago,Eastern,Celtics,Boston,Eastern,1,121,48,74,42,23,49,118,42,88,44,19,47
4/26/2009,2008,Pistons,Detroit,Eastern,Cavaliers,Cleveland,Eastern,0,78,40,83,10,17,30,99,47,96,46,19,41
4/26/2009,2008,76ers,Philadelphia,Eastern,Magic,Orlando,Eastern,0,81,39,73,42,19,43,84,47,60,30,13,37
4/26/2009,2008,Rockets,Houston,Western,Trail Blazers,Portland,Western,1,89,40,64,56,24,43,88,46,100,47,18,41
4/25/2009,2008,Pelicans,New Orleans,Western,Nuggets,Denver,Western,1,95,44,80,35,16,40,93,41,69,43,19,44
4/25/2009,2008,Mavericks,Dallas,Western,Spurs,San Antonio,Western,1,99,38,85,40,15,49,90,44,65,26,14,35
4/25/2009,2008,Heat,Miami,Eastern,Hawks,Atlanta,Eastern,1,107,47,100,52,18,48,78,37,79,33,13,35
4/25/2009,2008,Jazz,Utah,Western,Lakers,Los Angeles,Western,0,94,44,69,40,27,39,108,52,71,42,19,46
4/24/2009,2008,Pistons,Detroit,Eastern,Cavaliers,Cleveland,Eastern,0,68,38,83,33,17,39,79,41,63,18,20,42
4/24/2009,2008,76ers,Philadelphia,Eastern,Magic,Orlando,Eastern,1,96,52,69,40,16,35,94,43,83,40,18,35
4/24/2009,2008,Rockets,Houston,Western,Trail Blazers,Portland,Western,1,86,46,79,33,21,41,83,42,90,44,19,32
4/23/2009,2008,Bulls,Chicago,Eastern,Celtics,Boston,Eastern,0,86,38,63,41,14,45,107,48,79,57,23,37
4/23/2009,2008,Mavericks,Dallas,Western,Spurs,San Antonio,Western,1,88,47,75,36,20,51,67,32,71,12,10,41
4/23/2009,2008,Jazz,Utah,Western,Lakers,Los Angeles,Western,1,88,44,64,31,23,55,86,37,62,35,15,40
4/22/2009,2008,Magic,Orlando,Eastern,76ers,Philadelphia,Eastern,1,96,43,73,26,14,44,87,47,67,31,18,37
4/22/2009,2008,Hawks,Atlanta,Eastern,Heat,Miami,Eastern,0,93,44,63,30,18,33,108,56,72,58,23,40
4/22/2009,2008,Nuggets,Denver,Western,Pelicans,New Orleans,Western,1,108,50,62,56,26,36,93,46,80,56,18,43
4/21/2009,2008,Cavaliers,Cleveland,Eastern,Pistons,Detroit,Eastern,1,94,42,74,33,21,43,82,40,81,33,17,34
4/21/2009,2008,Trail Blazers,Portland,Western,Rockets,Houston,Western,1,107,51,72,46,11,36,103,50,69,35,12,35
4/21/2009,2008,Lakers,Los Angeles,Western,Jazz,Utah,Western,1,119,60,75,55,33,30,109,49,79,42,25,30
4/20/2009,2008,Celtics,Boston,Eastern,Bulls,Chicago,Eastern,1,118,49,68,44,26,50,115,50,90,45,20,36
4/20/2009,2008,Spurs,San Antonio,Western,Mavericks,Dallas,Western,1,105,53,82,39,19,44,84,40,87,33,17,28
4/19/2009,2008,Lakers,Los Angeles,Western,Jazz,Utah,Western,1,113,56,81,47,22,38,100,39,83,23,28,46
4/19/2009,2008,Magic,Orlando,Eastern,76ers,Philadelphia,Eastern,0,98,49,76,28,18,35,100,51,55,58,20,37
4/19/2009,2008,Hawks,Atlanta,Eastern,Heat,Miami,Eastern,1,90,46,70,29,23,50,64,37,67,17,12,35
4/19/2009,2008,Nuggets,Denver,Western,Pelicans,New Orleans,Western,1,113,51,79,52,25,49,84,37,74,43,19,35
4/18/2009,2008,Celtics,Boston,Eastern,Bulls,Chicago,Eastern,0,103,39,78,25,16,45,105,43,91,18,20,53
4/18/2009,2008,Cavaliers,Cleveland,Eastern,Pistons,Detroit,Eastern,1,102,53,85,33,24,34,84,46,83,17,15,31
